Consumer Items,Date,Values
Threadfin (Kurau) (Per Kilogram) (Dollar),2019 Jan,61.7
Tomatoes (Per Kilogram) (Dollar),2019 Jan,2.5
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2019 Jan,1.8
Watermelon (Per Kilogram) (Dollar),2019 Jan,1.6
White Pomfret (Per Kilogram) (Dollar),2019 Jan,30.5
White Sugar (Per 2 Kilogram) (Dollar),2019 Jan,3
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2019 Jan,6.4
Wholemeal Bread (Per 400 Gram) (Dollar),2019 Jan,2.1
Aerated Soft Drinks (Per 4 Cans) (Dollar),2018 Dec,2.7
Apple (Each) (Dollar),2018 Dec,0.4
Bananas (Per Kilogram) (Dollar),2018 Dec,2.4
"Beef, Chilled (Per Kilogram) (Dollar)",2018 Dec,24.9
Beer (Per 6 Cans) (Dollar),2018 Dec,16.3
Broccoli (Per Kilogram) (Dollar),2018 Dec,5.5
Cabbage (Per Kilogram) (Dollar),2018 Dec,2.2
Carrots (Per Kilogram) (Dollar),2018 Dec,2.2
Cheese (Per 12 Slices) (Dollar),2018 Dec,4.7
Chicken Nasi Briyani (Per Plate) (Dollar),2018 Dec,5.6
Chicken Rice (Per Plate) (Dollar),2018 Dec,3.4
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2018 Dec,8
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2018 Dec,5.4
Cigarettes (Per Pack) (Dollar),2018 Dec,13.2
Cod Fish (Per Kilogram) (Dollar),2018 Dec,66.1
Coffee/Tea With Milk (Per Cup) (Dollar),2018 Dec,1.2
Coffee/Tea Without Milk (Per Cup) (Dollar),2018 Dec,1.1
Cooking Oil (Per 2 Kilogram) (Dollar),2018 Dec,6
Diesel (Per Litre) (Dollar),2018 Dec,1.6
"Duck, Chilled (Per Kilogram) (Dollar)",2018 Dec,7.3
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2018 Dec,3.3
Fishball Noodle (Per Bowl) (Dollar),2018 Dec,3.4
Flowery Grouper (Per Kilogram) (Dollar),2018 Dec,13.5
Fresh Milk (Per Litre) (Dollar),2018 Dec,2.9
Fried Carrot Cake (Per Plate) (Dollar),2018 Dec,3
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2018 Dec,8.1
Golden Snapper (Per Kilogram) (Dollar),2018 Dec,19.1
Grapes (Per Kilogram) (Dollar),2018 Dec,10.2
Hen Eggs (Per 10) (Dollar),2018 Dec,2.3
Ice Kachang (Per Bowl) (Dollar),2018 Dec,2
Infant Milk Powder (Per 100 Gram) (Dollar),2018 Dec,6.3
Instant Coffee (Per 200 Gram) (Dollar),2018 Dec,9.9
Instant Noodles (Per 5 Packets) (Dollar),2018 Dec,2.3
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2018 Dec,13.8
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2018 Dec,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2018 Dec,2.7
Medium Prawns (Per Kilogram) (Dollar),2018 Dec,19.1
Mee Rebus (Per Bowl) (Dollar),2018 Dec,3.2
"Mutton, Chilled (Per Kilogram) (Dollar)",2018 Dec,19.2
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2018 Dec,2.4
Orange (Each) (Dollar),2018 Dec,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2018 Dec,1.7
Papaya (Per Kilogram) (Dollar),2018 Dec,2.4
Pear (Each) (Dollar),2018 Dec,1
"Petrol, 92 Octane (Per Litre) (Dollar)",2018 Dec,2
"Petrol, 95 Octane (Per Litre) (Dollar)",2018 Dec,2.1
"Petrol, 98 Octane (Per Litre) (Dollar)",2018 Dec,2.4
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2018 Dec,17.3
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2018 Dec,5
Potatoes (Per Kilogram) (Dollar),2018 Dec,2.3
Premium Thai Rice (Per 5 Kilogram) (Dollar),2018 Dec,13.3
Roti Prata (Plain) (Per Piece) (Dollar),2018 Dec,1.1
Salmon (Per Kilogram) (Dollar),2018 Dec,30.3
Sea Bass (Per Kilogram) (Dollar),2018 Dec,11.7
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2018 Dec,9.6
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2018 Dec,3.5
Small Prawns (Per Kilogram) (Dollar),2018 Dec,14.6
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2018 Dec,12.2
Spinach (Bayam) (Per Kilogram) (Dollar),2018 Dec,3
Squids (Per Kilogram) (Dollar),2018 Dec,16.3
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2018 Dec,15.7
Threadfin (Kurau) (Per Kilogram) (Dollar),2018 Dec,57.8
Tomatoes (Per Kilogram) (Dollar),2018 Dec,2.4
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2018 Dec,1.9
Watermelon (Per Kilogram) (Dollar),2018 Dec,1.7
White Pomfret (Per Kilogram) (Dollar),2018 Dec,28.4
White Sugar (Per 2 Kilogram) (Dollar),2018 Dec,3.1
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2018 Dec,6.5
Wholemeal Bread (Per 400 Gram) (Dollar),2018 Dec,2.1
Aerated Soft Drinks (Per 4 Cans) (Dollar),2018 Nov,2.7
Apple (Each) (Dollar),2018 Nov,0.5
Bananas (Per Kilogram) (Dollar),2018 Nov,2.4
"Beef, Chilled (Per Kilogram) (Dollar)",2018 Nov,24.9
Beer (Per 6 Cans) (Dollar),2018 Nov,16.1
Broccoli (Per Kilogram) (Dollar),2018 Nov,5.5
Cabbage (Per Kilogram) (Dollar),2018 Nov,2.2
Carrots (Per Kilogram) (Dollar),2018 Nov,2.2
Cheese (Per 12 Slices) (Dollar),2018 Nov,4.8
Chicken Nasi Briyani (Per Plate) (Dollar),2018 Nov,5.6
Chicken Rice (Per Plate) (Dollar),2018 Nov,3.4
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2018 Nov,8.1
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2018 Nov,5.6
Cigarettes (Per Pack) (Dollar),2018 Nov,13.2
Cod Fish (Per Kilogram) (Dollar),2018 Nov,65.4
Coffee/Tea With Milk (Per Cup) (Dollar),2018 Nov,1.2
Coffee/Tea Without Milk (Per Cup) (Dollar),2018 Nov,1
Cooking Oil (Per 2 Kilogram) (Dollar),2018 Nov,5.9
Diesel (Per Litre) (Dollar),2018 Nov,1.6
"Duck, Chilled (Per Kilogram) (Dollar)",2018 Nov,7.4
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2018 Nov,3.3
Fishball Noodle (Per Bowl) (Dollar),2018 Nov,3.4
Flowery Grouper (Per Kilogram) (Dollar),2018 Nov,13.1
Fresh Milk (Per Litre) (Dollar),2018 Nov,2.9
Fried Carrot Cake (Per Plate) (Dollar),2018 Nov,3
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2018 Nov,7.8
Golden Snapper (Per Kilogram) (Dollar),2018 Nov,18.5
Grapes (Per Kilogram) (Dollar),2018 Nov,10.3
Hen Eggs (Per 10) (Dollar),2018 Nov,2.2
Ice Kachang (Per Bowl) (Dollar),2018 Nov,2
Infant Milk Powder (Per 100 Gram) (Dollar),2018 Nov,6.3
Instant Coffee (Per 200 Gram) (Dollar),2018 Nov,10.2
Instant Noodles (Per 5 Packets) (Dollar),2018 Nov,2.3
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2018 Nov,13.5
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2018 Nov,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2018 Nov,2.7
Medium Prawns (Per Kilogram) (Dollar),2018 Nov,19.7
Mee Rebus (Per Bowl) (Dollar),2018 Nov,3.2
"Mutton, Chilled (Per Kilogram) (Dollar)",2018 Nov,19.2
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2018 Nov,2.4
Orange (Each) (Dollar),2018 Nov,0.4
Ordinary White Bread (Per 400 Gram) (Dollar),2018 Nov,1.7
Papaya (Per Kilogram) (Dollar),2018 Nov,2.4
Pear (Each) (Dollar),2018 Nov,1
"Petrol, 92 Octane (Per Litre) (Dollar)",2018 Nov,2.1
"Petrol, 95 Octane (Per Litre) (Dollar)",2018 Nov,2.2
"Petrol, 98 Octane (Per Litre) (Dollar)",2018 Nov,2.5
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2018 Nov,17.3
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2018 Nov,4
Potatoes (Per Kilogram) (Dollar),2018 Nov,2.3
Premium Thai Rice (Per 5 Kilogram) (Dollar),2018 Nov,13.3
Roti Prata (Plain) (Per Piece) (Dollar),2018 Nov,1.1
Salmon (Per Kilogram) (Dollar),2018 Nov,30.5
Sea Bass (Per Kilogram) (Dollar),2018 Nov,12.1
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2018 Nov,9.5
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2018 Nov,3.6
Small Prawns (Per Kilogram) (Dollar),2018 Nov,14.6
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2018 Nov,12.4
Spinach (Bayam) (Per Kilogram) (Dollar),2018 Nov,3.2
Squids (Per Kilogram) (Dollar),2018 Nov,15.9
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2018 Nov,15.8
Threadfin (Kurau) (Per Kilogram) (Dollar),2018 Nov,54.6
Tomatoes (Per Kilogram) (Dollar),2018 Nov,2.2
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2018 Nov,1.9
Watermelon (Per Kilogram) (Dollar),2018 Nov,1.8
White Pomfret (Per Kilogram) (Dollar),2018 Nov,28.4
White Sugar (Per 2 Kilogram) (Dollar),2018 Nov,3.1
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2018 Nov,6.3
Wholemeal Bread (Per 400 Gram) (Dollar),2018 Nov,2.1
Aerated Soft Drinks (Per 4 Cans) (Dollar),2018 Oct,2.6
Apple (Each) (Dollar),2018 Oct,0.4
Bananas (Per Kilogram) (Dollar),2018 Oct,2.4
"Beef, Chilled (Per Kilogram) (Dollar)",2018 Oct,24.5
Beer (Per 6 Cans) (Dollar),2018 Oct,16.7
Broccoli (Per Kilogram) (Dollar),2018 Oct,5.2
Cabbage (Per Kilogram) (Dollar),2018 Oct,2.3
Carrots (Per Kilogram) (Dollar),2018 Oct,2.2
Cheese (Per 12 Slices) (Dollar),2018 Oct,4.9
Chicken Nasi Briyani (Per Plate) (Dollar),2018 Oct,5.6
Chicken Rice (Per Plate) (Dollar),2018 Oct,3.4
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2018 Oct,8.1
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2018 Oct,5.5
Cigarettes (Per Pack) (Dollar),2018 Oct,13.2
Cod Fish (Per Kilogram) (Dollar),2018 Oct,65.7
Coffee/Tea With Milk (Per Cup) (Dollar),2018 Oct,1.2
Coffee/Tea Without Milk (Per Cup) (Dollar),2018 Oct,1.1
Cooking Oil (Per 2 Kilogram) (Dollar),2018 Oct,5.9
Diesel (Per Litre) (Dollar),2018 Oct,1.7
"Duck, Chilled (Per Kilogram) (Dollar)",2018 Oct,7.4
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2018 Oct,3.3
Fishball Noodle (Per Bowl) (Dollar),2018 Oct,3.4
Flowery Grouper (Per Kilogram) (Dollar),2018 Oct,13.3
Fresh Milk (Per Litre) (Dollar),2018 Oct,2.9
Fried Carrot Cake (Per Plate) (Dollar),2018 Oct,3
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2018 Oct,7.9
Golden Snapper (Per Kilogram) (Dollar),2018 Oct,18.8
Grapes (Per Kilogram) (Dollar),2018 Oct,10.1
Hen Eggs (Per 10) (Dollar),2018 Oct,2.2
Ice Kachang (Per Bowl) (Dollar),2018 Oct,2
Infant Milk Powder (Per 100 Gram) (Dollar),2018 Oct,6.3
Instant Coffee (Per 200 Gram) (Dollar),2018 Oct,10.2
Instant Noodles (Per 5 Packets) (Dollar),2018 Oct,2.3
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2018 Oct,13.9
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2018 Oct,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2018 Oct,2.7
Medium Prawns (Per Kilogram) (Dollar),2018 Oct,19
Mee Rebus (Per Bowl) (Dollar),2018 Oct,3.2
"Mutton, Chilled (Per Kilogram) (Dollar)",2018 Oct,19.2
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2018 Oct,2.5
Orange (Each) (Dollar),2018 Oct,0.5
Ordinary White Bread (Per 400 Gram) (Dollar),2018 Oct,1.7
Papaya (Per Kilogram) (Dollar),2018 Oct,2.4
Pear (Each) (Dollar),2018 Oct,1
"Petrol, 92 Octane (Per Litre) (Dollar)",2018 Oct,2.2
"Petrol, 95 Octane (Per Litre) (Dollar)",2018 Oct,2.3
"Petrol, 98 Octane (Per Litre) (Dollar)",2018 Oct,2.6
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2018 Oct,17.4
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2018 Oct,4.9
Potatoes (Per Kilogram) (Dollar),2018 Oct,2.3
Premium Thai Rice (Per 5 Kilogram) (Dollar),2018 Oct,13.3
Roti Prata (Plain) (Per Piece) (Dollar),2018 Oct,1.1
Salmon (Per Kilogram) (Dollar),2018 Oct,30.6
Sea Bass (Per Kilogram) (Dollar),2018 Oct,11.8
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2018 Oct,9.9
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2018 Oct,3.4
Small Prawns (Per Kilogram) (Dollar),2018 Oct,14.7
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2018 Oct,12.2
Spinach (Bayam) (Per Kilogram) (Dollar),2018 Oct,3.1
Squids (Per Kilogram) (Dollar),2018 Oct,16
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2018 Oct,15.6
Threadfin (Kurau) (Per Kilogram) (Dollar),2018 Oct,57.5
Tomatoes (Per Kilogram) (Dollar),2018 Oct,2.1
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2018 Oct,1.9
Watermelon (Per Kilogram) (Dollar),2018 Oct,1.8
White Pomfret (Per Kilogram) (Dollar),2018 Oct,29
White Sugar (Per 2 Kilogram) (Dollar),2018 Oct,3.1
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2018 Oct,6.5
Wholemeal Bread (Per 400 Gram) (Dollar),2018 Oct,2.1
Aerated Soft Drinks (Per 4 Cans) (Dollar),2018 Sep,2.6
Apple (Each) (Dollar),2018 Sep,0.4
Bananas (Per Kilogram) (Dollar),2018 Sep,2.4
"Beef, Chilled (Per Kilogram) (Dollar)",2018 Sep,25
Beer (Per 6 Cans) (Dollar),2018 Sep,16.3
Broccoli (Per Kilogram) (Dollar),2018 Sep,5.4
Cabbage (Per Kilogram) (Dollar),2018 Sep,2.3
Carrots (Per Kilogram) (Dollar),2018 Sep,2.2
Cheese (Per 12 Slices) (Dollar),2018 Sep,4.7
Chicken Nasi Briyani (Per Plate) (Dollar),2018 Sep,5.6
Chicken Rice (Per Plate) (Dollar),2018 Sep,3.4
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2018 Sep,8.1
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2018 Sep,5.5
Cigarettes (Per Pack) (Dollar),2018 Sep,13.2
Cod Fish (Per Kilogram) (Dollar),2018 Sep,65.1
Coffee/Tea With Milk (Per Cup) (Dollar),2018 Sep,1.2
Coffee/Tea Without Milk (Per Cup) (Dollar),2018 Sep,1.1
Cooking Oil (Per 2 Kilogram) (Dollar),2018 Sep,5.8
Diesel (Per Litre) (Dollar),2018 Sep,1.6
"Duck, Chilled (Per Kilogram) (Dollar)",2018 Sep,7.4
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2018 Sep,3.3
Fishball Noodle (Per Bowl) (Dollar),2018 Sep,3.4
Flowery Grouper (Per Kilogram) (Dollar),2018 Sep,14.6
Fresh Milk (Per Litre) (Dollar),2018 Sep,2.9
Fried Carrot Cake (Per Plate) (Dollar),2018 Sep,3
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2018 Sep,8
Golden Snapper (Per Kilogram) (Dollar),2018 Sep,18.5
Grapes (Per Kilogram) (Dollar),2018 Sep,10.4
Hen Eggs (Per 10) (Dollar),2018 Sep,2.2
Ice Kachang (Per Bowl) (Dollar),2018 Sep,2
Infant Milk Powder (Per 100 Gram) (Dollar),2018 Sep,6.3
Instant Coffee (Per 200 Gram) (Dollar),2018 Sep,10.2
Instant Noodles (Per 5 Packets) (Dollar),2018 Sep,2.3
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2018 Sep,13.8
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2018 Sep,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2018 Sep,2.7
Medium Prawns (Per Kilogram) (Dollar),2018 Sep,18.5
Mee Rebus (Per Bowl) (Dollar),2018 Sep,3.2
"Mutton, Chilled (Per Kilogram) (Dollar)",2018 Sep,18.6
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2018 Sep,2.5
Orange (Each) (Dollar),2018 Sep,0.5
Ordinary White Bread (Per 400 Gram) (Dollar),2018 Sep,1.7
Papaya (Per Kilogram) (Dollar),2018 Sep,2.4
Pear (Each) (Dollar),2018 Sep,1.1
"Petrol, 92 Octane (Per Litre) (Dollar)",2018 Sep,2.2
"Petrol, 95 Octane (Per Litre) (Dollar)",2018 Sep,2.2
"Petrol, 98 Octane (Per Litre) (Dollar)",2018 Sep,2.5
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2018 Sep,17.4
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2018 Sep,4.9
Potatoes (Per Kilogram) (Dollar),2018 Sep,2.3
Premium Thai Rice (Per 5 Kilogram) (Dollar),2018 Sep,13.3
Roti Prata (Plain) (Per Piece) (Dollar),2018 Sep,1.1
Salmon (Per Kilogram) (Dollar),2018 Sep,30.6
Sea Bass (Per Kilogram) (Dollar),2018 Sep,12
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2018 Sep,9.9
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2018 Sep,3.4
Small Prawns (Per Kilogram) (Dollar),2018 Sep,14.8
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2018 Sep,12.6
Spinach (Bayam) (Per Kilogram) (Dollar),2018 Sep,3.1
Squids (Per Kilogram) (Dollar),2018 Sep,15.7
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2018 Sep,15.8
Threadfin (Kurau) (Per Kilogram) (Dollar),2018 Sep,58.6
Tomatoes (Per Kilogram) (Dollar),2018 Sep,2.2
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2018 Sep,1.9
Watermelon (Per Kilogram) (Dollar),2018 Sep,1.8
White Pomfret (Per Kilogram) (Dollar),2018 Sep,29.8
White Sugar (Per 2 Kilogram) (Dollar),2018 Sep,3.1
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2018 Sep,6.5
Wholemeal Bread (Per 400 Gram) (Dollar),2018 Sep,2.1
Aerated Soft Drinks (Per 4 Cans) (Dollar),2018 Aug,2.6
Apple (Each) (Dollar),2018 Aug,0.4
Bananas (Per Kilogram) (Dollar),2018 Aug,2.4
"Beef, Chilled (Per Kilogram) (Dollar)",2018 Aug,24.8
Beer (Per 6 Cans) (Dollar),2018 Aug,16.2
Broccoli (Per Kilogram) (Dollar),2018 Aug,5.4
Cabbage (Per Kilogram) (Dollar),2018 Aug,2.2
Carrots (Per Kilogram) (Dollar),2018 Aug,2.2
Cheese (Per 12 Slices) (Dollar),2018 Aug,4.8
Chicken Nasi Briyani (Per Plate) (Dollar),2018 Aug,5.6
Chicken Rice (Per Plate) (Dollar),2018 Aug,3.4
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2018 Aug,8.1
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2018 Aug,5.4
Cigarettes (Per Pack) (Dollar),2018 Aug,13.2
Cod Fish (Per Kilogram) (Dollar),2018 Aug,64.9
Coffee/Tea With Milk (Per Cup) (Dollar),2018 Aug,1.2
Coffee/Tea Without Milk (Per Cup) (Dollar),2018 Aug,1
Cooking Oil (Per 2 Kilogram) (Dollar),2018 Aug,5.8
Diesel (Per Litre) (Dollar),2018 Aug,1.6
"Duck, Chilled (Per Kilogram) (Dollar)",2018 Aug,7.4
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2018 Aug,3.3
Fishball Noodle (Per Bowl) (Dollar),2018 Aug,3.4
Flowery Grouper (Per Kilogram) (Dollar),2018 Aug,13.9
Fresh Milk (Per Litre) (Dollar),2018 Aug,2.8
Fried Carrot Cake (Per Plate) (Dollar),2018 Aug,3
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2018 Aug,8.1
Golden Snapper (Per Kilogram) (Dollar),2018 Aug,19.6
Grapes (Per Kilogram) (Dollar),2018 Aug,9.7
Hen Eggs (Per 10) (Dollar),2018 Aug,2.2
Ice Kachang (Per Bowl) (Dollar),2018 Aug,2
Infant Milk Powder (Per 100 Gram) (Dollar),2018 Aug,6.3
Instant Coffee (Per 200 Gram) (Dollar),2018 Aug,10.3
Instant Noodles (Per 5 Packets) (Dollar),2018 Aug,2.2
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2018 Aug,13.9
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2018 Aug,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2018 Aug,2.7
Medium Prawns (Per Kilogram) (Dollar),2018 Aug,18.6
Mee Rebus (Per Bowl) (Dollar),2018 Aug,3.2
"Mutton, Chilled (Per Kilogram) (Dollar)",2018 Aug,18.3
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2018 Aug,2.4
Orange (Each) (Dollar),2018 Aug,0.5
Ordinary White Bread (Per 400 Gram) (Dollar),2018 Aug,1.7
Papaya (Per Kilogram) (Dollar),2018 Aug,2.4
Pear (Each) (Dollar),2018 Aug,1.1
"Petrol, 92 Octane (Per Litre) (Dollar)",2018 Aug,2.1
"Petrol, 95 Octane (Per Litre) (Dollar)",2018 Aug,2.2
"Petrol, 98 Octane (Per Litre) (Dollar)",2018 Aug,2.5
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2018 Aug,17.1
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2018 Aug,5.1
Potatoes (Per Kilogram) (Dollar),2018 Aug,2.3
Premium Thai Rice (Per 5 Kilogram) (Dollar),2018 Aug,13.1
Roti Prata (Plain) (Per Piece) (Dollar),2018 Aug,1.1
Salmon (Per Kilogram) (Dollar),2018 Aug,30.8
Sea Bass (Per Kilogram) (Dollar),2018 Aug,12.1
Sea Bream (Ang Ko Li) (Per Kilogram) (Dollar),2018 Aug,10.1
Small Mustard (Chye Sim) (Per Kilogram) (Dollar),2018 Aug,3.3
Small Prawns (Per Kilogram) (Dollar),2018 Aug,14.5
Spanish Mackerel (Batang) (Per Kilogram) (Dollar),2018 Aug,12.7
Spinach (Bayam) (Per Kilogram) (Dollar),2018 Aug,3
Squids (Per Kilogram) (Dollar),2018 Aug,16
"Streaky Pork, Chilled (Per Kilogram) (Dollar)",2018 Aug,15.6
Threadfin (Kurau) (Per Kilogram) (Dollar),2018 Aug,61.3
Tomatoes (Per Kilogram) (Dollar),2018 Aug,2.2
Vitamin Enriched Bread (Per 400 Gram) (Dollar),2018 Aug,1.9
Watermelon (Per Kilogram) (Dollar),2018 Aug,1.8
White Pomfret (Per Kilogram) (Dollar),2018 Aug,28.3
White Sugar (Per 2 Kilogram) (Dollar),2018 Aug,3.1
"Whole Chicken, Chilled (Per Kilogram) (Dollar)",2018 Aug,6.3
Wholemeal Bread (Per 400 Gram) (Dollar),2018 Aug,2.1
Aerated Soft Drinks (Per 4 Cans) (Dollar),2018 Jul,2.6
Apple (Each) (Dollar),2018 Jul,0.4
Bananas (Per Kilogram) (Dollar),2018 Jul,2.4
"Beef, Chilled (Per Kilogram) (Dollar)",2018 Jul,25
Beer (Per 6 Cans) (Dollar),2018 Jul,16.5
Broccoli (Per Kilogram) (Dollar),2018 Jul,5.5
Cabbage (Per Kilogram) (Dollar),2018 Jul,2.2
Carrots (Per Kilogram) (Dollar),2018 Jul,2.2
Cheese (Per 12 Slices) (Dollar),2018 Jul,4.8
Chicken Nasi Briyani (Per Plate) (Dollar),2018 Jul,5.6
Chicken Rice (Per Plate) (Dollar),2018 Jul,3.4
"Chicken Wing, Chilled (Per Kilogram) (Dollar)",2018 Jul,8.1
Chinese Kale (Kailan) (Per Kilogram) (Dollar),2018 Jul,5.6
Cigarettes (Per Pack) (Dollar),2018 Jul,13.2
Cod Fish (Per Kilogram) (Dollar),2018 Jul,65.9
Coffee/Tea With Milk (Per Cup) (Dollar),2018 Jul,1.2
Coffee/Tea Without Milk (Per Cup) (Dollar),2018 Jul,1
Cooking Oil (Per 2 Kilogram) (Dollar),2018 Jul,5.9
Diesel (Per Litre) (Dollar),2018 Jul,1.6
"Duck, Chilled (Per Kilogram) (Dollar)",2018 Jul,7.4
Economical Rice (1 Meat & 2 Vegetables) (Per Plate) (Dollar),2018 Jul,3.3
Fishball Noodle (Per Bowl) (Dollar),2018 Jul,3.4
Flowery Grouper (Per Kilogram) (Dollar),2018 Jul,13.8
Fresh Milk (Per Litre) (Dollar),2018 Jul,2.9
Fried Carrot Cake (Per Plate) (Dollar),2018 Jul,3
Gold Banded Scad (Kuning) (Per Kilogram) (Dollar),2018 Jul,8.1
Golden Snapper (Per Kilogram) (Dollar),2018 Jul,18.7
Grapes (Per Kilogram) (Dollar),2018 Jul,9.7
Hen Eggs (Per 10) (Dollar),2018 Jul,2.1
Ice Kachang (Per Bowl) (Dollar),2018 Jul,2
Infant Milk Powder (Per 100 Gram) (Dollar),2018 Jul,6.3
Instant Coffee (Per 200 Gram) (Dollar),2018 Jul,10.3
Instant Noodles (Per 5 Packets) (Dollar),2018 Jul,2.2
"Lean Pork, Chilled (Per Kilogram) (Dollar)",2018 Jul,13.8
"Lean Pork, Frozen (Per 500 Gram) (Dollar)",2018 Jul,4.4
Liquefied Petroleum Gas (LPG) (Per Kilogram) (Dollar),2018 Jul,2.7
Medium Prawns (Per Kilogram) (Dollar),2018 Jul,19.6
Mee Rebus (Per Bowl) (Dollar),2018 Jul,3.2
"Mutton, Chilled (Per Kilogram) (Dollar)",2018 Jul,18.3
Non-Aerated Soft Drinks (Per 6 Packets) (Dollar),2018 Jul,2.5
Orange (Each) (Dollar),2018 Jul,0.5
Ordinary White Bread (Per 400 Gram) (Dollar),2018 Jul,1.7
Papaya (Per Kilogram) (Dollar),2018 Jul,2.3
Pear (Each) (Dollar),2018 Jul,1
"Petrol, 92 Octane (Per Litre) (Dollar)",2018 Jul,2.1
"Petrol, 95 Octane (Per Litre) (Dollar)",2018 Jul,2.2
"Petrol, 98 Octane (Per Litre) (Dollar)",2018 Jul,2.5
"Pork Rib Bones, Chilled (Per Kilogram) (Dollar)",2018 Jul,17.1
"Pork Rib Bones, Frozen (Per 500 Gram) (Dollar)",2018 Jul,4.9
Potatoes (Per Kilogram) (Dollar),2018 Jul,2.2
Premium Thai Rice (Per 5 Kilogram) (Dollar),2018 Jul,13.2
Roti Prata (Plain) (Per Piece) (Dollar),2018 Jul,1.1
